"word","sentiment","translatedContent"
"shatter","sadness","romper"
"shatter","surprise","romper"
"shattered","negative","destrozado"
"shattered","sadness","destrozado"
"shed","negative","cobertizo"
"shell","anger","cáscara"
"shell","fear","cáscara"
"shell","negative","cáscara"
"shell","sadness","cáscara"
"shell","surprise","cáscara"
"shelter","positive","abrigo"
"shelter","trust","abrigo"
"shelved","negative","estantería"
"shepherd","positive","pastor"
"shepherd","trust","pastor"
"sheriff","trust","alguacil"
"shine","positive","brillar"
"shining","anticipation","brillante"
"shining","joy","brillante"
"shining","positive","brillante"
"ship","anticipation","Embarcacion"
"shipwreck","fear","naufragio"
"shipwreck","negative","naufragio"
"shipwreck","sadness","naufragio"
"shit","anger","mierda"
"shit","disgust","mierda"
"shit","negative","mierda"
"shiver","anger","temblar"
"shiver","anticipation","temblar"
"shiver","fear","temblar"
"shiver","negative","temblar"
"shiver","sadness","temblar"
"shock","anger","conmoción"
"shock","fear","conmoción"
"shock","negative","conmoción"
"shock","surprise","conmoción"
"shockingly","surprise","espantosamente"
"shoddy","anger","pacotilla"
"shoddy","disgust","pacotilla"
"shoddy","negative","pacotilla"
"shoot","anger","disparar"
"shoot","fear","disparar"
"shoot","negative","disparar"
"shooter","fear","tirador"
"shooting","anger","disparo"
"shooting","fear","disparo"
"shooting","negative","disparo"
"shopkeeper","trust","tendero"
"shoplifting","anger","hurto"
"shoplifting","disgust","hurto"
"shoplifting","negative","hurto"
"shopping","anticipation","compras"
"shopping","joy","compras"
"shopping","positive","compras"
"shopping","surprise","compras"
"shopping","trust","compras"
"shortage","anger","escasez"
"shortage","fear","escasez"
"shortage","negative","escasez"
"shortage","sadness","escasez"
"shortcoming","negative","defecto"
"shortly","anticipation","dentro de poco"
"shot","anger","Disparo"
"shot","fear","Disparo"
"shot","negative","Disparo"
"shot","sadness","Disparo"
"shot","surprise","Disparo"
"shoulder","positive","hombro"
"shoulder","trust","hombro"
"shout","anger","gritar"
"shout","surprise","gritar"
"shove","anger","empujón"
"shove","negative","empujón"
"show","trust","espectáculo"
"showy","negative","llamativo"
"shrapnel","fear","metralla"
"shrewd","positive","perspicaz"
"shriek","anger","grito"
"shriek","fear","grito"
"shriek","negative","grito"
"shriek","sadness","grito"
"shriek","surprise","grito"
"shrill","anger","estridente"
"shrill","fear","estridente"
"shrill","negative","estridente"
"shrill","surprise","estridente"
"shrink","fear","encogimiento"
"shrink","negative","encogimiento"
"shrink","sadness","encogimiento"
"shroud","sadness","sudario"
"shrunk","negative","encogido"
"shudder","fear","estremecimiento"
"shudder","negative","estremecimiento"
"shun","anger","rehuir"
"shun","disgust","rehuir"
"shun","negative","rehuir"
"shun","sadness","rehuir"
"sib","trust","hermano"
"sick","disgust","enfermo"
"sick","negative","enfermo"
"sick","sadness","enfermo"
"sickening","anger","nauseabundo"
"sickening","disgust","nauseabundo"
"sickening","fear","nauseabundo"
"sickening","negative","nauseabundo"
"sickening","sadness","nauseabundo"
"sickly","disgust","enfermizo"
"sickly","negative","enfermizo"
"sickly","sadness","enfermizo"
"sickness","disgust","enfermedad"
"sickness","fear","enfermedad"
"sickness","negative","enfermedad"
"sickness","sadness","enfermedad"
"signature","trust","firma"
"signify","anticipation","significar"
"silk","positive","seda"
"silly","joy","tonto"
"silly","negative","tonto"
"simmer","anger","hervir a fuego lento"
"simmer","anticipation","hervir a fuego lento"
"simmering","anticipation","hirviendo a fuego lento"
"simplify","anticipation","simplificar"
"simplify","joy","simplificar"
"simplify","positive","simplificar"
"simplify","surprise","simplificar"
"simplify","trust","simplificar"
"sin","anger","pecado"
"sin","disgust","pecado"
"sin","fear","pecado"
"sin","negative","pecado"
"sin","sadness","pecado"
"sincere","positive","sincero"
"sincere","trust","sincero"
"sincerity","positive","sinceridad"
"sinful","anger","pecaminoso"
"sinful","disgust","pecaminoso"
"sinful","fear","pecaminoso"
"sinful","negative","pecaminoso"
"sinful","sadness","pecaminoso"
"sing","anticipation","canta"
"sing","joy","canta"
"sing","positive","canta"
"sing","sadness","canta"
"sing","trust","canta"
"singly","positive","individualmente"
"singularly","surprise","particularmente"
"sinister","anger","siniestro"
"sinister","disgust","siniestro"
"sinister","fear","siniestro"
"sinister","negative","siniestro"
"sinner","anger","pecador"
"sinner","disgust","pecador"
"sinner","fear","pecador"
"sinner","negative","pecador"
"sinner","sadness","pecador"
"sinning","disgust","pecando"
"sinning","negative","pecando"
"sir","positive","señor"
"sir","trust","señor"
"siren","fear","sirena"
"siren","negative","sirena"
"sissy","negative","marica"
"sisterhood","anger","hermandad"
"sisterhood","positive","hermandad"
"sisterhood","sadness","hermandad"
"sisterhood","surprise","hermandad"
"sisterhood","trust","hermandad"
"sizzle","anger","chisporrotear"
"skeptical","negative","escéptico"
"sketchy","negative","incompleto"
"skewed","anger","sesgada"
"skewed","anticipation","sesgada"
"skewed","negative","sesgada"
"skid","anger","patinar"
"skid","fear","patinar"
"skid","negative","patinar"
"skid","sadness","patinar"
"skilled","positive","experto"
"skillful","positive","hábil"
"skillful","trust","hábil"
"skip","negative","omitir"
"skirmish","anger","escaramuza"
"skirmish","negative","escaramuza"
"sky","positive","cielo"
"slack","negative","flojo"
"slag","negative","escoria"
"slam","anger","golpe"
"slam","fear","golpe"
"slam","negative","golpe"
"slam","surprise","golpe"
"slander","anger","calumnia"
"slander","disgust","calumnia"
"slander","negative","calumnia"
"slanderous","negative","difamatorio"
"slap","anger","bofetada"
"slap","negative","bofetada"
"slap","surprise","bofetada"
"slash","anger","barra oblicua"
"slate","positive","pizarra"
"slaughter","anger","sacrificio"
"slaughter","disgust","sacrificio"
"slaughter","fear","sacrificio"
"slaughter","negative","sacrificio"
"slaughter","sadness","sacrificio"
"slaughter","surprise","sacrificio"
"slaughterhouse","anger","matadero"
"slaughterhouse","disgust","matadero"
"slaughterhouse","fear","matadero"
"slaughterhouse","negative","matadero"
"slaughterhouse","sadness","matadero"
"slaughtering","anger","matanza"
"slaughtering","disgust","matanza"
"slaughtering","fear","matanza"
"slaughtering","negative","matanza"
"slaughtering","sadness","matanza"
"slaughtering","surprise","matanza"
"slave","anger","esclavo"
"slave","fear","esclavo"
"slave","negative","esclavo"
"slave","sadness","esclavo"
"slavery","anger","esclavitud"
"slavery","disgust","esclavitud"
"slavery","fear","esclavitud"
"slavery","negative","esclavitud"
"slavery","sadness","esclavitud"
"slay","anger","matar"
"slay","negative","matar"
"slayer","anger","asesino"
"slayer","disgust","asesino"
"slayer","fear","asesino"
"slayer","negative","asesino"
"slayer","sadness","asesino"
"slayer","surprise","asesino"
"sleek","positive","pulcro"
"sleet","negative","aguanieve"
"slender","positive","esbelto"
"slim","positive","Delgado"
"slime","disgust","limo"
"slimy","disgust","baboso"
"slimy","negative","baboso"
"slink","negative","escabullirse"
"slip","negative","resbalón"
"slip","surprise","resbalón"
"slop","disgust","agua sucia"
"slop","negative","agua sucia"
"sloppy","disgust","descuidado"
"sloppy","negative","descuidado"
"sloth","disgust","perezoso"
"sloth","negative","perezoso"
"slouch","negative","flexible"
"slough","negative","mudar"
"slowness","negative","lentitud"
"sludge","disgust","lodo"
"sludge","negative","lodo"
"slug","disgust","babosa"
"slug","negative","babosa"
"sluggish","negative","lento"
"sluggish","sadness","lento"
"slum","disgust","barrio bajo"
"slum","negative","barrio bajo"
"slump","negative","depresión"
"slump","sadness","depresión"
"slur","anger","calumnia"
"slur","disgust","calumnia"
"slur","negative","calumnia"
"slur","sadness","calumnia"
"slush","disgust","fango"
"slush","negative","fango"
"slush","surprise","fango"
"slut","anger","puta"
"slut","disgust","puta"
"slut","negative","puta"
"sly","anger","astuto"
"sly","disgust","astuto"
"sly","fear","astuto"
"sly","negative","astuto"
"smack","anger","tortazo"
"smack","negative","tortazo"
"small","negative","pequeña"
"smash","anger","aplastar"
"smash","fear","aplastar"
"smash","negative","aplastar"
"smashed","negative","colocado"
"smattering","negative","noción"
"smell","anger","oler"
"smell","disgust","oler"
"smell","negative","oler"
"smelling","disgust","oliendo"
"smelling","negative","oliendo"
"smile","joy","sonreír"
"smile","positive","sonreír"
"smile","surprise","sonreír"
"smile","trust","sonreír"
"smiling","joy","sonriente"
"smiling","positive","sonriente"
"smirk","negative","sonrisa afectada"
"smite","anger","herir"
"smite","fear","herir"
"smite","negative","herir"
"smite","sadness","herir"
"smith","trust","Herrero"
"smitten","positive","enamorado"
"smoker","negative","fumador"
"smoothness","positive","suavidad"
"smother","anger","ahogar"
"smother","negative","ahogar"
"smudge","negative","mancha"
"smug","negative","presumido"
"smuggle","fear","hacer contrabando"
"smuggle","negative","hacer contrabando"
"smuggler","anger","contrabandista"
"smuggler","disgust","contrabandista"
"smuggler","fear","contrabandista"
"smuggler","negative","contrabandista"
"smuggling","negative","contrabando"
"smut","disgust","tizón"
"smut","fear","tizón"
"smut","negative","tizón"
"snag","negative","engancharse"
"snag","surprise","engancharse"
"snags","negative","inconvenientes"
"snake","disgust","serpiente"
"snake","fear","serpiente"
"snake","negative","serpiente"
"snare","fear","trampa"
"snare","negative","trampa"
"snarl","anger","gruñido"
"snarl","disgust","gruñido"
"snarl","negative","gruñido"
"snarling","anger","gruñendo"
"snarling","negative","gruñendo"
"sneak","anger","furtivo"
"sneak","fear","furtivo"
"sneak","negative","furtivo"
"sneak","surprise","furtivo"
"sneaking","anticipation","furtivo"
"sneaking","fear","furtivo"
"sneaking","negative","furtivo"
"sneaking","trust","furtivo"
"sneer","anger","burla"
"sneer","disgust","burla"
"sneer","negative","burla"
"sneeze","disgust","estornudo"
"sneeze","negative","estornudo"
"sneeze","surprise","estornudo"
"snicker","positive","risa disimulada"
"snide","negative","sarcástico"
"snob","negative","snob"
"snort","sadness","bufido"
"soak","negative","Sumergir"
"sob","negative","sollozo"
"sob","sadness","sollozo"
"sobriety","positive","sobriedad"
"sobriety","trust","sobriedad"
"sociable","positive","sociable"
"socialism","disgust","socialismo"
"socialism","fear","socialismo"
"socialist","anger","socialista"
"socialist","disgust","socialista"
"socialist","fear","socialista"
"socialist","negative","socialista"
"socialist","sadness","socialista"
"soil","disgust","suelo"
"soil","negative","suelo"
"soiled","disgust","manchado"
"soiled","negative","manchado"
"solace","positive","consuelo"
"soldier","anger","soldado"
"soldier","positive","soldado"
"soldier","sadness","soldado"
"solid","positive","sólido"
"solidarity","trust","solidaridad"
"solidity","positive","solidez"
"solidity","trust","solidez"
"solution","positive","solución"
"solvency","positive","solvencia"
"somatic","negative","somático"
"somatic","surprise","somático"
"somber","negative","sombrío"
"somber","sadness","sombrío"
"sonar","anticipation","sonar"
"sonar","positive","sonar"
"sonata","positive","sonata"
"sonnet","joy","soneto"
"sonnet","positive","soneto"
"sonnet","sadness","soneto"
"sonorous","joy","sonoro"
"sonorous","positive","sonoro"
"soot","disgust","Hollín"
"soot","negative","Hollín"
"soothe","positive","calmar"
"soothing","joy","calmante"
"soothing","positive","calmante"
"soothing","trust","calmante"
"sorcery","anticipation","brujería"
"sorcery","fear","brujería"
"sorcery","negative","brujería"
"sorcery","surprise","brujería"
"sordid","anger","sórdido"
"sordid","disgust","sórdido"
"sordid","fear","sórdido"
"sordid","negative","sórdido"
"sordid","sadness","sórdido"
"sore","anger","dolorido"
"sore","negative","dolorido"
"sore","sadness","dolorido"
"sorely","negative","dolorosamente"
"sorely","sadness","dolorosamente"
"soreness","disgust","dolor"
"soreness","negative","dolor"
"soreness","sadness","dolor"
"sorrow","fear","dolor"
"sorrow","negative","dolor"
"sorrow","sadness","dolor"
"sorrowful","negative","triste"
"sorrowful","sadness","triste"
"sorter","positive","clasificador"
"sortie","fear","salida"
"sortie","negative","salida"
"soulless","disgust","desalmado"
"soulless","fear","desalmado"
"soulless","negative","desalmado"
"soulless","sadness","desalmado"
"soulmate","fear","alma gemela"
"soulmate","negative","alma gemela"
"soundness","anticipation","solvencia"
"soundness","joy","solvencia"
"soundness","positive","solvencia"
"soundness","trust","solvencia"
"soup","positive","sopa"
"sour","disgust","agrio"
"sour","negative","agrio"
"sovereign","trust","soberano"
"spa","anticipation","spa"
"spa","joy","spa"
"spa","positive","spa"
"spa","surprise","spa"
"spa","trust","spa"
"spacious","positive","espacioso"
"spaniel","joy","spaniel"
"spaniel","positive","spaniel"
"spaniel","trust","spaniel"
"spank","anger","azotar"
"spank","fear","azotar"
"spank","negative","azotar"
"spank","sadness","azotar"
"spanking","anger","azotaina"
"sparkle","anticipation","brillar"
"sparkle","joy","brillar"
"sparkle","positive","brillar"
"sparkle","surprise","brillar"
"spasm","fear","espasmo"
"spasm","negative","espasmo"
"spat","anger","escupió"
"spat","negative","escupió"
"spear","anger","lanza"
"spear","anticipation","lanza"
"spear","fear","lanza"
"spear","negative","lanza"
"special","joy","especial"
"special","positive","especial"
"specialist","trust","especialista"
"specialize","trust","especializarse"
"specie","positive","metálico"
"speck","disgust","Partícula"
"speck","negative","Partícula"
"spectacle","negative","espectáculo"
"spectacle","positive","espectáculo"
"spectacular","anticipation","espectacular"
"spectacular","surprise","espectacular"
"specter","fear","espectro"
"specter","negative","espectro"
"specter","sadness","espectro"
"spectral","negative","espectral"
"speculation","fear","especulación"
"speculation","negative","especulación"
"speculation","sadness","especulación"
"speculative","anticipation","especulativo"
"speech","positive","habla"
"speedy","positive","rápido"
"spelling","positive","ortografía"
"spent","negative","gastado"
"spew","disgust","arrojar"
"spice","positive","especia"
"spider","disgust","araña"
"spider","fear","araña"
"spike","fear","espiga"
"spine","anger","columna vertebral"
"spine","negative","columna vertebral"
"spine","positive","columna vertebral"
"spinster","fear","solterona"
"spinster","negative","solterona"
"spinster","sadness","solterona"
"spirit","positive","espíritu"
"spirits","anticipation","espíritu"
"spirits","joy","espíritu"
"spirits","positive","espíritu"
"spirits","surprise","espíritu"
"spit","disgust","escupir"
"spite","anger","despecho"
"spite","negative","despecho"
"spiteful","anger","malévolo"
"spiteful","negative","malévolo"
"splash","surprise","chapoteo"
"splendid","joy","espléndido"
"splendid","positive","espléndido"
"splendid","surprise","espléndido"
"splendor","anticipation","esplendor"
"splendor","joy","esplendor"
"splendor","positive","esplendor"
"splendor","surprise","esplendor"
"splinter","negative","astilla"
"split","negative","división"
"splitting","negative","terrible"
"splitting","sadness","terrible"
"spoil","disgust","mimar"
"spoil","negative","mimar"
"spoiler","negative","revelación"
"spoiler","sadness","revelación"
"spoke","negative","habló"
"spokesman","trust","portavoz"
"sponge","negative","esponja"
"sponsor","positive","patrocinador"
"sponsor","trust","patrocinador"
"spook","fear","espectro"
"spook","negative","espectro"
"spotless","positive","inmaculado"
"spotless","trust","inmaculado"
"spouse","joy","esposa"
"spouse","positive","esposa"
"spouse","trust","esposa"
"sprain","negative","esguince"
"sprain","sadness","esguince"
"spree","negative","juerga"
"sprite","fear","duende"
"sprite","negative","duende"
"spruce","positive","abeto"
"spur","fear","estimular"
"spurious","disgust","espurio"
"spurious","negative","espurio"
"squall","fear","chubasco"
"squall","negative","chubasco"
"squall","sadness","chubasco"
"squatter","negative","colono usurpador"
"squeamish","disgust","delicado"
"squeamish","fear","delicado"
"squeamish","negative","delicado"
"squelch","anger","aplastar"
"squelch","disgust","aplastar"
"squelch","negative","aplastar"
"squirm","disgust","retorcerse"
"squirm","negative","retorcerse"
"stab","anger","puñalada"
"stab","fear","puñalada"
"stab","negative","puñalada"
"stab","sadness","puñalada"
"stab","surprise","puñalada"
"stable","positive","estable"
"stable","trust","estable"
"staccato","positive","staccato"
"stagger","surprise","tambalear"
"staggering","negative","asombroso"
"stagnant","negative","estancado"
"stagnant","sadness","estancado"
"stain","disgust","manchar"
"stain","negative","manchar"
"stainless","positive","inoxidable"
"stale","negative","duro"
"stalemate","anger","estancamiento"
"stalemate","disgust","estancamiento"
"stalk","fear","tallo"
"stalk","negative","tallo"
"stall","disgust","puesto"
"stallion","positive","semental"
"stalwart","positive","leal"
"stamina","positive","aguante"
"stamina","trust","aguante"
"standing","positive","en pie"
"standoff","anger","punto muerto"
"standoff","fear","punto muerto"
"standoff","negative","punto muerto"
"standstill","anger","parada"
"standstill","negative","parada"
"star","anticipation","estrella"
"star","joy","estrella"
"star","positive","estrella"
"star","trust","estrella"
"staring","negative","curioso"
"stark","negative","rígido"
"stark","trust","rígido"
"starlight","positive","luz de las estrellas"
"starry","anticipation","estrellado"
"starry","joy","estrellado"
"starry","positive","estrellado"
"start","anticipation","comienzo"
"startle","fear","asustar"
"startle","negative","asustar"
"startle","surprise","asustar"
"startling","surprise","alarmante"
"starvation","fear","inanición"
"starvation","negative","inanición"
"starvation","sadness","inanición"
"starved","negative","famélico"
"starving","negative","muriendo de hambre"
"stately","positive","majestuoso"
"statement","positive","declaración"
"statement","trust","declaración"
"stationary","negative","estacionario"
"statistical","trust","estadístico"
"statue","positive","estatua"
"status","positive","estado"
"staunch","positive","firme"
"stave","negative","duela"
"steadfast","positive","firme"
"steadfast","trust","firme"
"steady","surprise","estable"
"steady","trust","estable"
"steal","anger","robar"
"steal","fear","robar"
"steal","negative","robar"
"steal","sadness","robar"
"stealing","disgust","robando"
"stealing","fear","robando"
"stealing","negative","robando"
"stealth","surprise","sigilo"
"stealthily","surprise","a hurtadillas"
"stealthy","anticipation","cauteloso"
"stealthy","fear","cauteloso"
"stealthy","negative","cauteloso"
"stealthy","surprise","cauteloso"
"stellar","positive","estelar"
"stereotype","negative","estereotipo"
"stereotyped","negative","esteriotipado"
"sterile","negative","estéril"
"sterile","sadness","estéril"
"sterility","negative","esterilidad"
"sterling","anger","libra esterlina"
"sterling","anticipation","libra esterlina"
"sterling","joy","libra esterlina"
"sterling","negative","libra esterlina"
"sterling","positive","libra esterlina"
"sterling","trust","libra esterlina"
"stern","negative","popa"
"steward","positive","mayordomo"
"steward","trust","mayordomo"
"sticky","disgust","pegajoso"
"stiff","negative","rígido"
"stiffness","negative","rigidez"
"stifle","negative","sofocar"
"stifled","anger","sofocado"
"stifled","fear","sofocado"
"stifled","negative","sofocado"
"stifled","sadness","sofocado"
"stigma","anger","estigma"
"stigma","disgust","estigma"
"stigma","fear","estigma"
"stigma","negative","estigma"
"stigma","sadness","estigma"
"stillborn","negative","nacido muerto"
"stillborn","sadness","nacido muerto"
"stillness","fear","quietud"
"stillness","positive","quietud"
"stillness","sadness","quietud"
"sting","anger","picadura"
"sting","fear","picadura"
"sting","negative","picadura"
"stinging","negative","escozor"
"stingy","anger","tacaño"
"stingy","disgust","tacaño"
"stingy","fear","tacaño"
"stingy","negative","tacaño"
"stingy","sadness","tacaño"
"stink","disgust","hedor"
"stink","negative","hedor"
"stinking","disgust","maloliente"
"stinking","negative","maloliente"
"stint","fear","escatimar"
"stint","negative","escatimar"
"stint","sadness","escatimar"
"stocks","negative","cepo"
"stolen","anger","robado"
"stolen","negative","robado"
"stomach","disgust","estómago"
"stone","anger","Roca"
"stone","negative","Roca"
"stoned","negative","drogado"
"stools","disgust","heces"
"stools","negative","heces"
"stoppage","negative","paro"
"store","anticipation","Tienda"
"store","positive","Tienda"
"storm","anger","tormenta"
"storm","negative","tormenta"
"storming","anger","asalto"
"stormy","fear","Tormentoso"
"stormy","negative","Tormentoso"
"straightforward","positive","sencillo"
"straightforward","trust","sencillo"
"strained","anger","tenso"
"strained","negative","tenso"
"straits","fear","estrecheces"
"straits","negative","estrecheces"
"stranded","negative","varado"
"stranger","fear","desconocido"
"stranger","negative","desconocido"
"strangle","anger","estrangular"
"strangle","disgust","estrangular"
"strangle","fear","estrangular"
"strangle","negative","estrangular"
"strangle","sadness","estrangular"
"strangle","surprise","estrangular"
"strategic","positive","estratégico"
"strategist","anticipation","estratega"
"strategist","positive","estratega"
"strategist","trust","estratega"
"stray","negative","extraviado"
"strength","positive","fuerza"
"strength","trust","fuerza"
"strengthen","positive","fortalecer"
"strengthening","joy","fortalecimiento"
"strengthening","positive","fortalecimiento"
"strengthening","trust","fortalecimiento"
"stress","negative","estrés"
"stretcher","fear","camilla"
"stretcher","sadness","camilla"
"stricken","sadness","afligido"
"strife","anger","lucha"
"strife","negative","lucha"
"strike","anger","Huelga"
"strike","negative","Huelga"
"striking","positive","sorprendentes"
"strikingly","positive","llamativamente"
"strip","negative","tira"
"strip","sadness","tira"
"stripe","negative","raya"
"stripped","anger","despojado"
"stripped","anticipation","despojado"
"stripped","disgust","despojado"
"stripped","fear","despojado"
"stripped","negative","despojado"
"stripped","sadness","despojado"
"strive","anticipation","esforzarse"
"stroke","fear","carrera"
"stroke","negative","carrera"
"stroke","sadness","carrera"
"strongly","positive","fuertemente"
"structural","trust","estructural"
"structure","positive","estructura"
"structure","trust","estructura"
"struggle","anger","dificil"
"struggle","fear","dificil"
"struggle","negative","dificil"
"struggle","sadness","dificil"
"strut","negative","puntal"
"stud","positive","semental"
"study","positive","estudiar"
"stuffy","negative","cargado"
"stumble","negative","tropezón"
"stunned","fear","aturdido"
"stunned","negative","aturdido"
"stunned","surprise","aturdido"
"stunted","negative","enano"
"stupid","negative","estúpido"
"stupidity","negative","estupidez"
"stupor","negative","estupor"
"sturdy","positive","robusto"
"sty","disgust","orzuelo"
"sty","negative","orzuelo"
"subdue","negative","dominar"
"subito","surprise","subito"
"subject","negative","tema"
"subjected","negative","sometido"
"subjected","sadness","sometido"
"subjection","negative","sujeción"
"subjugation","anger","subyugación"
"subjugation","disgust","subyugación"
"subjugation","fear","subyugación"
"subjugation","negative","subyugación"
"subjugation","sadness","subyugación"
"sublimation","joy","sublimación"
"sublimation","positive","sublimación"
"submit","anticipation","enviar"
"subordinate","fear","subordinar"
"subordinate","negative","subordinar"
"subpoena","negative","citación"
"subscribe","anticipation","suscribir"
"subsidence","negative","hundimiento"
"subsidence","sadness","hundimiento"
"subsidy","anger","subvención"
"subsidy","disgust","subvención"
"subsidy","negative","subvención"
"subsist","negative","subsistir"
"substance","positive","sustancia"
"substantiate","trust","justificar"
"substantive","positive","sustantivo"
"subtract","negative","sustraer"
"subversion","anger","subversión"
"subversion","fear","subversión"
"subversion","negative","subversión"
"subversive","anger","subversivo"
"subversive","negative","subversivo"
"subversive","surprise","subversivo"
"subvert","disgust","subvertir"
"subvert","fear","subvertir"
"subvert","negative","subvertir"
"subvert","sadness","subvertir"
"succeed","anticipation","tener éxito"
"succeed","joy","tener éxito"
"succeed","positive","tener éxito"
"succeed","surprise","tener éxito"
"succeed","trust","tener éxito"
"succeeding","anticipation","subsiguiente"
"succeeding","joy","subsiguiente"
"succeeding","positive","subsiguiente"
"succeeding","trust","subsiguiente"
"success","anticipation","éxito"
"success","joy","éxito"
"success","positive","éxito"
"successful","anticipation","exitoso"
"successful","joy","exitoso"
"successful","positive","exitoso"
"successful","trust","exitoso"
"succinct","positive","sucinto"
"succulent","negative","suculento"
"succulent","positive","suculento"
"succumb","negative","sucumbir"
"suck","negative","chupar"
"sucker","anger","ventosa"
"sucker","negative","ventosa"
"sudden","surprise","repentino"
"suddenly","surprise","repentinamente"
"sue","anger","demandar"
"sue","negative","demandar"
"sue","sadness","demandar"
"suffer","negative","sufrir"
"sufferer","fear","víctima"
"sufferer","negative","víctima"
"sufferer","sadness","víctima"
"suffering","disgust","sufrimiento"
"suffering","fear","sufrimiento"
"suffering","negative","sufrimiento"
"suffering","sadness","sufrimiento"
"sufficiency","positive","suficiencia"
"suffocating","disgust","sofocante"
"suffocating","fear","sofocante"
"suffocating","negative","sofocante"
"suffocating","sadness","sofocante"
"suffocation","anger","asfixia"
"suffocation","fear","asfixia"
"suffocation","negative","asfixia"
"sugar","positive","azúcar"
"suggest","trust","sugerir"
"suicidal","anger","suicida"
"suicidal","disgust","suicida"
"suicidal","fear","suicida"
"suicidal","negative","suicida"
"suicidal","sadness","suicida"
"suicide","anger","suicidio"
"suicide","fear","suicidio"
"suicide","negative","suicidio"
"suicide","sadness","suicidio"
"suitable","positive","adecuado"
"sullen","anger","hosco"
"sullen","negative","hosco"
"sullen","sadness","hosco"
"sultan","fear","sultán"
"sultry","positive","bochornoso"
"summons","negative","citación"
"sump","disgust","sumidero"
"sun","anticipation","Dom"
"sun","joy","Dom"
"sun","positive","Dom"
"sun","surprise","Dom"
"sun","trust","Dom"
"sundial","anticipation","reloj de sol"
"sundial","trust","reloj de sol"
"sunk","disgust","hundido"
"sunk","fear","hundido"
"sunk","negative","hundido"
"sunk","sadness","hundido"
"sunny","anticipation","soleado"
"sunny","joy","soleado"
"sunny","positive","soleado"
"sunny","surprise","soleado"
"sunset","anticipation","puesta de sol"
"sunset","positive","puesta de sol"
"sunshine","joy","Brillo Solar"
"sunshine","positive","Brillo Solar"
"superb","positive","magnífico"
"superficial","negative","superficial"
"superfluous","negative","superfluo"
"superhuman","positive","sobrehumano"
"superior","positive","superior"
"superiority","positive","superioridad"
"superman","joy","superhombre"
"superman","positive","superhombre"
"superman","trust","superhombre"
"superstar","joy","superestrella"
"superstar","positive","superestrella"
"superstar","trust","superestrella"
"superstition","fear","superstición"
"superstition","negative","superstición"
"superstition","positive","superstición"
"superstitious","anticipation","supersticioso"
"superstitious","fear","supersticioso"
"superstitious","negative","supersticioso"
"supplication","positive","súplica"
"supplication","trust","súplica"
"supplies","positive","suministros"
"supply","positive","suministro"
"supported","positive","soportado"
"supporter","joy","seguidor"
"supporter","positive","seguidor"
"supporter","trust","seguidor"
"supporting","positive","secundario"
"supporting","trust","secundario"
"suppress","anger","reprimir"
"suppress","fear","reprimir"
"suppress","negative","reprimir"
"suppress","sadness","reprimir"
"suppression","anger","supresión"
"suppression","disgust","supresión"
"suppression","fear","supresión"
"suppression","negative","supresión"
"supremacy","anger","supremacía"
"supremacy","anticipation","supremacía"
"supremacy","fear","supremacía"
"supremacy","joy","supremacía"
"supremacy","negative","supremacía"
"supremacy","positive","supremacía"
"supremacy","surprise","supremacía"
"supremacy","trust","supremacía"
"supreme","positive","supremo"
"supremely","positive","supremamente"
"surcharge","anger","recargo"
"surcharge","negative","recargo"
"surety","positive","garantía"
"surety","trust","garantía"
"surge","surprise","oleada"
"surgery","fear","cirugía"
"surgery","sadness","cirugía"
"surly","anger","hosco"
"surly","disgust","hosco"
"surly","negative","hosco"
"surmise","positive","conjetura"
"surpassing","positive","incomparable"
"surprise","fear","sorpresa"
"surprise","joy","sorpresa"
"surprise","positive","sorpresa"
"surprise","surprise","sorpresa"
"surprised","surprise","sorprendido"
"surprising","surprise","sorprendente"
"surprisingly","anticipation","asombrosamente"
"surprisingly","surprise","asombrosamente"
"surrender","fear","Rendición"
"surrender","negative","Rendición"
"surrender","sadness","Rendición"
"surrendering","negative","rendirse"
"surrendering","sadness","rendirse"
"surrogate","trust","sustituto"
"surround","anticipation","rodear"
"surround","negative","rodear"
"surround","positive","rodear"
"surveillance","fear","vigilancia"
"surveying","positive","agrimensura"
"survive","positive","sobrevivir"
"susceptible","negative","susceptible"
"suspect","fear","sospechar"
"suspect","negative","sospechar"
"suspense","anticipation","suspenso"
"suspense","fear","suspenso"
"suspense","surprise","suspenso"
"suspension","fear","suspensión"
"suspension","negative","suspensión"
"suspicion","fear","sospecha"
"suspicion","negative","sospecha"
"suspicious","anger","suspicaz"
"suspicious","anticipation","suspicaz"
"suspicious","negative","suspicaz"
"swab","negative","torunda"
"swamp","disgust","pantano"
"swamp","fear","pantano"
"swamp","negative","pantano"
"swampy","disgust","pantanoso"
"swampy","fear","pantanoso"
"swampy","negative","pantanoso"
"swarm","disgust","enjambre"
"swastika","anger","esvástica"
"swastika","fear","esvástica"
"swastika","negative","esvástica"
"swear","positive","jurar"
"swear","trust","jurar"
"sweat","fear","sudor"
"sweet","anticipation","dulce"
"sweet","joy","dulce"
"sweet","positive","dulce"
"sweet","surprise","dulce"
"sweet","trust","dulce"
"sweetheart","anticipation","novio"
"sweetheart","joy","novio"
"sweetheart","positive","novio"
"sweetheart","sadness","novio"
"sweetheart","trust","novio"
"sweetie","positive","cariño"
"sweetness","positive","dulzura"
"sweets","anticipation","dulces"
